post_id,post_date,event_date,post_title,record_type,seq_no,time_raw,time_start,time_end,place_raw,place_primary,venue_raw,march_raw,march_start,march_end,march_waypoints,is_pre_march,parent_seq_no,event_name,personnel_raw,personnel_count,control_time_raw,control_section_raw,control_method_raw,crowd_focus_points,parse_ok,source_url
2001,2026.7.11,2026.7.11,7월 11일 (토) 행사 및 집회,assembly,3,"17:00∼19:00 종로구 SK서린빌딩 남측(인도)⇄안국동사거리 ※행진:SK서린빌딩→종로1가→안국동사거리→광화문삼거리→세종대로사거리→SK서린빌딩 (18:00출발, 2.1km, 1개차로)",17:00,19:00,행진,행진,,,,,,FALSE,,,100명,100,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=2001
2001,2026.7.11,2026.7.11,7월 11일 (토) 행사 및 집회,assembly,4,"18:30∼20:30 홍대입구역 7번출구(인도)⇄홍대입구역사거리 ※행진:홍대입구역7번출구→홍대입구역3번출구→홍대입구역사거리→홍대입구역7번출구 (18:40출발, 2.4km, 1개차로, 2회 왕복)",18:30,20:30,행진,행진,,,,,,FALSE,,,500명,500,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=2001
2001,2026.7.11,2026.7.11,7월 11일 (토) 행사 및 집회,assembly,5,"18:00∼21:00 서초역 8번출구(3개차로)→CGV강남 ※행진:서초역8번출구→교대역사거리→강남역사거리→CGV강남 (19:10출발, 2km, 2개차로)",18:00,21:00,행진,행진,,,,,,FALSE,,,"5,000명",5000,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=2001
smpa-00338315,2026.7.10,2026.7.11,오늘의 집회 260711 토,assembly,1,09:00~12:00,9:00,12:00,디에이치 방배 앞 인도 <방배동>,디에이치 방배 앞 인도 <방배동>,,,,,,FALSE,,,290명,290,,,,디에이치 방배 앞 인도 <방배동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=1&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00338315
1999,2026.7.10,2026.7.10,7월 10일 (금) 행사 및 집회,assembly,1,15:00∼17:00,15:00,17:00,"성동·광진교육지원청(인도)→상왕십리역 1-&shy;1出 ※행진:성동·광진교육지원청→왕십리문화공원→BM빌딩 →상왕십리역 1-&shy;1出 (15:30出, 0.6km, 1개차로)",성동·광진교육지원청(인도),,"※행진:성동·광진교육지원청→왕십리문화공원→BM빌딩 →상왕십리역 1-&shy;1出 (15:30出, 0.6km, 1개차로)",성동·광진교육지원청,상왕십리역 1-&shy;1出,왕십리문화공원|BM빌딩,FALSE,,,120명,120,,,,성동·광진교육지원청(인도);성동·광진교육지원청;왕십리문화공원;BM빌딩;상왕십리역 1-&shy;1出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1999
1999,2026.7.10,2026.7.10,7월 10일 (금) 행사 및 집회,assembly,2,19:30∼21:00,19:30,21:00,"탑골공원(인도)⟷젊음의거리 ※행진:탑골공원→수표로→젊음의거리→보신각→탑골공원 (1.5km, 인도)",탑골공원(인도),,"※행진:탑골공원→수표로→젊음의거리→보신각→탑골공원 (1.5km, 인도)",탑골공원,탑골공원,수표로|젊음의거리|보신각,FALSE,,,,,,,,탑골공원(인도);탑골공원;수표로;젊음의거리;보신각,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1999
smpa-00338281,2026.7.10,2026.7.10,오늘의 집회 260710 금,assembly,1,08:00~10:00,8:00,10:00,JTBC 본사 앞 인도 <상암동>,JTBC 본사 앞 인도 <상암동>,,,,,,FALSE,,,100명,100,,,,JTBC 본사 앞 인도 <상암동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=1&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00338281
smpa-00338281,2026.7.10,2026.7.10,오늘의 집회 260710 금,assembly,2,08:30~18:30,8:30,18:30,한화 본사 앞 <장교동>,한화 본사 앞 <장교동>,,,,,,FALSE,,,100명,100,,,,한화 본사 앞 <장교동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=1&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00338281
smpa-00338281,2026.7.10,2026.7.10,오늘의 집회 260710 금,assembly,3,14:00~17:00,14:00,17:00,대우건설 앞 인도 <을지로동>,대우건설 앞 인도 <을지로동>,,,,,,FALSE,,,150명,150,,,,대우건설 앞 인도 <을지로동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=1&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00338281
1959,2026.7.1,2026.7.1,7월 01일 (수) 행사 및 집회,assembly,1,14:00∼17:00,14:00,17:00,"서울지방조달청(2개차로)→잠수교 ※행진: 서울지방조달청 →성모병원교차로→ 반포사거리 → 잠수교 (14:20出, 2개차로)",서울지방조달청(2개차로),,"※행진: 서울지방조달청 →성모병원교차로→ 반포사거리 → 잠수교 (14:20出, 2개차로)",서울지방조달청,잠수교,성모병원교차로|반포사거리,FALSE,,,,,,,,서울지방조달청(2개차로);서울지방조달청;성모병원교차로;반포사거리;잠수교,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1959
1959,2026.7.1,2026.7.1,7월 01일 (수) 행사 및 집회,assembly,2,19:00∼22:00,19:00,22:00,"한국재정정보원 앞 (2개차로) → 시청역 3出 ※행진: 한국재정정보원앞 → 숭례문 → 태평교차로 → 시청역 3出 ( 21:00 出, 2개차로)",한국재정정보원 앞 (2개차로),,"※행진: 한국재정정보원앞 → 숭례문 → 태평교차로 → 시청역 3出 ( 21:00 出, 2개차로)",한국재정정보원앞,시청역 3出,숭례문|태평교차로,FALSE,,,,,,,,한국재정정보원 앞 (2개차로);한국재정정보원앞;숭례문;태평교차로;시청역 3出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1959
1959,2026.7.1,2026.7.1,7월 01일 (수) 행사 및 집회,assembly,3,14:00∼16:00,14:00,16:00,"사랑채 동측 건너편 (2개차로) → 서울 고용노동청 ※행진: 사랑채동측건너편→정부서울청사→광화문→안국동사거리→종로1가→ 종로2가→서울고용노동청 (15:00出, 2개차로)",사랑채 동측 건너편 (2개차로),,"※행진: 사랑채동측건너편→정부서울청사→광화문→안국동사거리→종로1가→ 종로2가→서울고용노동청 (15:00出, 2개차로)",사랑채동측건너편,서울고용노동청,정부서울청사|광화문|안국동사거리|종로1가|종로2가,FALSE,,,"1,000명",1000,,,,사랑채 동측 건너편 (2개차로);사랑채동측건너편;정부서울청사;광화문;안국동사거리;종로1가;종로2가;서울고용노동청,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1959
1959,2026.7.1,2026.7.1,7월 01일 (수) 행사 및 집회,assembly,4,12:00∼14:30,12:00,14:30,국민의힘 당사(이면도로)⇄민주당사 ※행진: 국민의힘 당사⇄ 극동빌딩 ⇄ 민주당사 ⇄ 국민의힘 당사 (이면도로),국민의힘 당사(이면도로),,※행진: 국민의힘 당사⇄ 극동빌딩 ⇄ 민주당사 ⇄ 국민의힘 당사 (이면도로),국민의힘 당사,국민의힘 당사,극동빌딩|민주당사,FALSE,,,500명,500,,,,국민의힘 당사(이면도로);국민의힘 당사;극동빌딩;민주당사,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1959
1959,2026.7.1,2026.7.1,7월 01일 (수) 행사 및 집회,assembly,5,19:00∼20:00,19:00,20:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,500명,500,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1959
smpa-00337823,2026.6.30,2026.7.1,오늘의 집회 260701 수,assembly,1,12:00~13:00,12:00,13:00,소녀상 앞 인도 <수송동>,소녀상 앞 인도 <수송동>,,,,,,FALSE,,,300명,300,,,,소녀상 앞 인도 <수송동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=2&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00337823
1915,2026.6.9,2026.6.9,6월 9일 (화) 행사 및 집회,assembly,1,18:30∼21:00,18:30,21:00,"동화면세점(1개차로)→사랑채 동측 건너편 ※행진:동화면세점→세종대로사거리→광화문교차로→정부서울청사교차로→사랑채 동측 건너편(1.7km, 1개차로)",동화면세점(1개차로),,"※행진:동화면세점→세종대로사거리→광화문교차로→정부서울청사교차로→사랑채 동측 건너편(1.7km, 1개차로)",동화면세점,사랑채 동측 건너편,세종대로사거리|광화문교차로|정부서울청사교차로,FALSE,,,100명,100,,,,동화면세점(1개차로);동화면세점;세종대로사거리;광화문교차로;정부서울청사교차로;사랑채 동측 건너편,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1915
1915,2026.6.9,2026.6.9,6월 9일 (화) 행사 및 집회,assembly,2,14:00∼16:00,14:00,16:00,"의사당역5出∼잠사회관앞(3개차로)⇄與野당사 ※행진:의사당역5出→국민은행 동·서관 목길→민주당→국민의힘→의사당역 5出(15:30出, 1km, 이면도로)",의사당역5出∼잠사회관앞(3개차로),,"※행진:의사당역5出→국민은행 동·서관 목길→민주당→국민의힘→의사당역 5出(15:30出, 1km, 이면도로)",의사당역5出,의사당역 5出,국민은행 동·서관 목길|민주당|국민의힘,FALSE,,,"3,000명",3000,,,,의사당역5出∼잠사회관앞(3개차로);의사당역5出;국민은행 동·서관 목길;민주당;국민의힘;의사당역 5出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1915
1915,2026.6.9,2026.6.9,6월 9일 (화) 행사 및 집회,assembly,3,10:00∼13:00,10:00,13:00,논현동 건설협회 앞(인도),논현동 건설협회 앞(인도),,,,,,FALSE,,,200명,200,,,,논현동 건설협회 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1915
smpa-00337002,2026.6.8,2026.6.9,오늘의 집회 260609 화,assembly,4,19:00~20:00,19:00,20:00,세종호텔 앞 <명동>,세종호텔 앞 <명동>,,,,,,FALSE,,,200명,200,,,,세종호텔 앞 <명동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=4&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00337002
1913,2026.6.8,2026.6.8,6월 8일 (월) 행사 및 집회	,assembly,1,14:00∼16:30,14:00,16:30,"페럼타워(2개차로)→KG그룹 본사 ※행진:페럼타워→을지로→을지로1가→종로1가→세종대로사거리→서대문역교차로→KG타워(15:40出, 2.7km, 2개차로)",페럼타워(2개차로),,"※행진:페럼타워→을지로→을지로1가→종로1가→세종대로사거리→서대문역교차로→KG타워(15:40出, 2.7km, 2개차로)",페럼타워,KG타워,을지로|을지로1가|종로1가|세종대로사거리|서대문역교차로,FALSE,,,"1,000명",1000,,,,페럼타워(2개차로);페럼타워;을지로;을지로1가;종로1가;세종대로사거리;서대문역교차로;KG타워,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1913
1913,2026.6.8,2026.6.8,6월 8일 (월) 행사 및 집회	,assembly,2,14:00∼16:00,14:00,16:00,"대한문(1개차로)⇄고용노동청 ※행진:대한문⇄시청남단⇄개풍교차로⇄을지로1가⇄을지로2가⇄고용노동청 (14:30出, 2.4km, 1개차로)",대한문(1개차로),,"※행진:대한문⇄시청남단⇄개풍교차로⇄을지로1가⇄을지로2가⇄고용노동청 (14:30出, 2.4km, 1개차로)",대한문,고용노동청,시청남단|개풍교차로|을지로1가|을지로2가,FALSE,,,300명,300,,,,대한문(1개차로);대한문;시청남단;개풍교차로;을지로1가;을지로2가;고용노동청,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1913
1913,2026.6.8,2026.6.8,6월 8일 (월) 행사 및 집회	,assembly,3,11:00∼13:00,11:00,13:00,여의도환승센터∼마포대교 남단(편도 全차로),여의도환승센터∼마포대교 남단(편도 全차로),,,,,,FALSE,,,"10,000명",10000,,,,여의도환승센터∼마포대교 남단(편도 全차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1913
smpa-00336924,2026.6.5,2026.6.8,오늘의 집회 260608 월,assembly,4,19:00~20:30,19:00,20:30,서울신용보증재단 앞 <공덕동>,서울신용보증재단 앞 <공덕동>,,,,,,FALSE,,,100명,100,,,,서울신용보증재단 앞 <공덕동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=4&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00336924
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,assembly,1,11:00∼13:00,11:00,13:00,동화면세점 앞(인도),동화면세점 앞(인도),,,,,,FALSE,,,"10,000명",10000,,,,동화면세점 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,assembly,2,14:00∼17:00,14:00,17:00,"파고다타워(2개차로)⇄강남역 ※행진:파고다타워→우성아파트→강남역→신논현역→파고다타워(15:00出, 2개차로)",파고다타워(2개차로),,"※행진:파고다타워→우성아파트→강남역→신논현역→파고다타워(15:00出, 2개차로)",파고다타워,파고다타워,우성아파트|강남역|신논현역,FALSE,,,500명,500,,,,파고다타워(2개차로);파고다타워;우성아파트;강남역;신논현역,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,assembly,3,09:30∼11:00,9:30,11:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,"1,000명",1000,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,assembly,4,09:30∼11:00,9:30,11:00,평강제일교회 앞 좌측 공터,평강제일교회 앞 좌측 공터,,,,,,FALSE,,,"1,000명",1000,,,,평강제일교회 앞 좌측 공터,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,event,,26.6.7.(일) 07:30~11:00,7:30,11:00,서울시청→세종대로사거리→종로5가→흥인지문(U턴)→시청→숭례문→한국은행→을지로3가(U턴) →광교→청계2가(南)→고산자교(U턴)→청계9가(北)→광교→무교동사거리→시청,서울시청,,※행진:서울시청→세종대로사거리→종로5가→흥인지문(U턴)→시청→숭례문→한국은행→을지로3가(U턴) →광교→청계2가(南)→고산자교(U턴)→청계9가(北)→광교→무교동사거리→시청,서울시청,무교R(도착),"세종대로사거리|종로5가|흥인지문(U턴)|시청|숭례문|한국은행|을지로3가(U턴)|광교|청계2가(南)|고산자교(U턴)|청계9가(北)|광교|무교동사거리|시청 * 하프, 10K: 직진 / 5K: 우회전 후 청계5가",FALSE,,2026 마인드 마라톤,"총 10,000명(하프 3,000명, 10K 6,000명 5K 1,000명)",10000,07:00 ~ 11:00(4시간),,,서울시청;세종대로사거리;종로5가;흥인지문(U턴);시청;숭례문;한국은행;을지로3가(U턴);광교;청계2가(南);고산자교(U턴);청계9가(北);무교동사거리;무교R(도착),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,event,,26.6.7.(일) 07:30~10:30,7:30,10:30,여의공원6문(출발) → KBS3삼거리 → 여의서로 → 국회3문 → 서강대교 남단 → 서강대교 북단 → 광흥창역(U턴) → 여의서로 → 국회3문 → KBS3삼거리 → 서울교북단* → 여의공원6문(도착) * (하프) 우회전 후 한강코스 진입 / (10K) 반환 후 여의공원로 진입(도착),여의공원6문(출발),,※행진:여의공원6문(출발) → KBS3삼거리 → 여의서로 → 국회3문 → 서강대교 남단 → 서강대교 북단 → 광흥창역(U턴) → 여의서로 → 국회3문 → KBS3삼거리 → 서울교북단* → 여의공원6문(도착) * (하프) 우회전 후 한강코스 진입 / (10K) 반환 후 여의공원로 진입(도착),여의공원6문(출발),여의공원6문(도착) * (하프) 우회전 후 한강코스 진입 / (10K) 반환 후 여의공원로 진입(도착),KBS3삼거리|여의서로|국회3문|서강대교 남단|서강대교 북단|광흥창역(U턴)|여의서로|국회3문|KBS3삼거리|서울교북단*,FALSE,,2026 IM뱅크 코리아오픈 마라톤,"약3,600명(하프: 1,000 / 10K: 1,900 / 5K: 700)",3600,06:50~09:50(3시간),,,여의공원6문(출발);KBS3삼거리;여의서로;국회3문;서강대교 남단;서강대교 북단;광흥창역(U턴);서울교북단*;여의공원6문(도착) * (하프) 우회전 후 한강코스 진입 / (10K) 반환 후 여의공원로 진입(도착),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,event,,26.6.7.(일) 07:30~10:00,7:30,10:00,문화비축기지(출발) → 난지천공원입구 → 구룡사거리 → 가양대교 북단 → 가양대교남단 → 가양역(유턴) → 가양대교 북단 → 구룡사거리 → 난지천공원입구 → 월드컵경기장→평화의공원(도착),문화비축기지(출발),,※행진:문화비축기지(출발) → 난지천공원입구 → 구룡사거리 → 가양대교 북단 → 가양대교남단 → 가양역(유턴) → 가양대교 북단 → 구룡사거리 → 난지천공원입구 → 월드컵경기장→평화의공원(도착),문화비축기지(출발),평화의공원(도착),난지천공원입구|구룡사거리|가양대교 북단|가양대교남단|가양역(유턴)|가양대교 북단|구룡사거리|난지천공원입구|월드컵경기장,FALSE,,2026 무한도전 Run,"약7,000명(10K)",7000,06:30~09:15(2시간 45분),,,문화비축기지(출발);난지천공원입구;구룡사거리;가양대교 북단;가양대교남단;가양역(유턴);월드컵경기장;평화의공원(도착),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1911,2026.6.7,2026.6.7,6월 7일 (일) 행사 및 집회,event,,2026.6.7(일) 11:00~23:00,11:00,23:00,잠수교북단~남단 달빛광장,잠수교북단~남단 달빛광장,잠수교북단~남단 달빛광장,※행진:잠수교북단~남단 달빛광장,잠수교북단~남단 달빛광장,잠수교북단~남단 달빛광장,,FALSE,,2026 차없는 잠수교 뚜벅뚜벅축제,"총 10,000명(하프 3,000명, 10K 6,000명 5K 1,000명)",10000,,양방향 전면통제,양방향 전면통제,잠수교북단~남단 달빛광장,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1911
1909,2026.6.6,2026.6.6,6월 6일 (토) 행사 및 집회,assembly,1,11:30∼16:00,11:30,16:00,"동화면세점∼대한문(2개차로)→ 舊효자치안센터 ※행진:동화면세점→광화문→경복궁역교차로→신교동교차로→舊효자치안센터(15:00出, 2개차로)",동화면세점∼대한문(2개차로),,"※행진:동화면세점→광화문→경복궁역교차로→신교동교차로→舊효자치안센터(15:00出, 2개차로)",동화면세점,舊효자치안센터,광화문|경복궁역교차로|신교동교차로,FALSE,,,"50,000명",50000,,,,동화면세점∼대한문(2개차로);동화면세점;광화문;경복궁역교차로;신교동교차로;舊효자치안센터,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1909
1909,2026.6.6,2026.6.6,6월 6일 (토) 행사 및 집회,assembly,2,16:00∼,16:00,,정부서울청사 북측(2개차로),정부서울청사 북측(2개차로),,,,,,FALSE,,,,,,,,정부서울청사 북측(2개차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1909
1909,2026.6.6,2026.6.6,6월 6일 (토) 행사 및 집회,assembly,3,16:00∼18:00,16:00,18:00,사랑채 동측 건너편(인도 및 1개차로),사랑채 동측 건너편(인도 및 1개차로),,,,,,FALSE,,,,,,,,사랑채 동측 건너편(인도 및 1개차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1909
