noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst
2021-03-09T19:08:30,20210309,6,기타,7호선 상도역 무정차 통과,"7호선 상동역 연기발샏 관련 안전조치 관계로 18:50부터 상동역(상하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다.  
-서울교통공사- 03-09 19:05:06",Y,"상행, 하행",,,7호선,3758
2021-03-09T19:20:15,20210309,6,기타,7호선 상동역 정상운행,7호선 상동역 연기발생 관련 무정차 통과는 19:05경부터 정상 운행하고 있습니다. 열차 이용에 참고하시기 바랍니다. -서울교통공사- 03-09 19:16:50,Y,,,2021-03-09T19:05:00,7호선,3758
2021-03-12T10:00:45,20210312,6,기타,5호선 장애인단체 열차시위 사전예고,"서울교통공사에서 알려드립니다.
오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.
이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 10:01:19",N,,,,5호선,"2537, 2536, 2535, 2534, 2533, 2532, 2531, 2530, 2529, 2528, 2527"
2021-03-12T11:59:00,20210312,6,기타,5호선 장애인단체 열차시위 사전예고,"서울교통공사에서 알려드립니다.
오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.
이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 11:59:33",N,,,,5호선,"2537, 2536, 2535, 2534, 2533, 2532, 2531, 2530, 2529, 2528, 2527"
2021-03-12T13:57:16,20210312,6,기타,5호선 장애인단체 열차시위 사전예고,"서울교통공사에서 알려드립니다.
오늘 오후 2시부터 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 있을 예정입니다.
이에 따라 5호선 동대문역사문화공원역에서 여의도역 간 열차운행이 상당시간 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.-서울교통공사 종합관제단 03-12 11:59:33 03-12 13:57:49",N,,,,5호선,"2537, 2536, 2535, 2534, 2533, 2532, 2531, 2530, 2529, 2528, 2527"
2021-03-12T14:32:56,20210312,5,단순지연,장애인 이동권 요구로 5호선 열차 지연,"서울교통공사에서 알려드립니다.
현재 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 진행되고 있습니다.
이에 따라 5호선 동대문역사문화공원역에서 여의도역간 열차운행이 지연되고 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-12 14:33:29",N,,,,5호선,"2537, 2536, 2535, 2534, 2533, 2532, 2531, 2530, 2529, 2528, 2527"
2021-03-12T15:00:00,20210312,5,단순지연,장애인 이동권 요구로 5호선 열차 지연,"서울교통공사에서 알려드립니다.
현재 5호선 동대문역사문화공원역에서 여의도역까지 &quot;장애인 이동권 요구&quot; 지하철타기 시위가 진행되고 있습니다.
이에 따라 5호선 동대문역사문화공원역에서 여의도역간 열차운행이 지연되고 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-12 15:00:00",N,,,,5호선,"2537, 2536, 2535, 2534, 2533, 2532, 2531, 2530, 2529, 2528, 2527"
2021-03-12T15:22:02,20210312,6,기타,장애인 시위 종료,"서울교통공사에서 알려드립니다.
장애인단체의 지하철타기 시위는 15:10경 종료되었으며 시위의 영향으로 지연되고 있는 5호선 열차의 운행시격 회복을 위해 최선을 다하고 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다. 03-12 15:22:35",N,,,,5호선,
2021-06-04T10:00:44,20210604,6,기타,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.
이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 10:00:03",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426"
2021-06-04T12:00:47,20210604,6,기타,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.
이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 12:00:06",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426"
2021-06-04T13:56:40,20210604,6,기타,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.
이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 12:00:06 06-04 13:55:59",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426"
2021-06-04T14:20:46,20210604,5,단순지연,장애인단체 장애인 이동권 보장 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.
이에 따라 4호선 혜화역에서 서울역간 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다.  06-04 14:20:04",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426"
2021-06-04T14:29:18,20210604,5,단순지연,장애인단체 장애인 이동권 보장 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.
이에 따라 4호선 혜화역에서 서울역간 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다.  06-04 14:20:04 06-04 14:28:37",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426"
2021-06-04T15:07:08,20210604,5,단순지연,장애인단체 장애인 이동권 보장 1호선 및 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다
현재 1호선 및 4호선에서 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.
이에 따라 1호선 및 4호선 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 15:06:27",N,,,,"1호선, 4호선",
2021-06-04T15:27:14,20210604,5,단순지연,장애인단체 장애인 이동권 보장 1호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다
현재 1호선 시청역에서 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.
이에 따라 1호선 구간 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 15:26:33",N,,,,1호선,0151
2021-06-04T16:13:43,20210604,5,단순지연,장애인단체 이동권 보장 1호선 불법 시위로 열차지연,"서울교통공사에서 알려드립니다
현재 1호선 시청역에서 ""장애인 이동권 보장"" 불법시위가 진행되고 있습니다.
이에 따라 1호선 전구간 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 16:13:01",N,,,,1호선,전구간
2021-06-04T16:29:09,20210604,6,기타,장애인단체 이동권 보장 시위관련 1호선 시청역 하선 무정차 통과,"서울교통공사에서 알려드립니다.
장애인단체의 이동권 보장 시위관련 1호선 시청역 하선 무정차 통과 중입니다. 열차이용에 불편을 드려 대단히 죄송합니다. 06-04 16:28:27",Y,하행,,,1호선,0151
2021-06-04T16:56:39,20210604,6,기타,1호선 시청역 하선 장애인 단체 시위 종료 및 열차 정상운행,"서울교통공사에서 알려드립니다.
1호선 시청역 하선 장애인 단체 시위는 16:53경 종료되었으며, 1호선 전구간 열차 정상운행되고 있습니다.
열차이용에 불편을 드려 대단히 죄송합니다.  06-04 16:55:58",N,하행,,,1호선,전구간
2021-06-10T16:00:00,20210610,6,기타,평일 자전거 이용 알림,"평일 자전거 휴대승차는 7호선, 10시~16시만 가능합니다.
자전거 휴대승차 에티켓을 지켜서 안전한 지하철 문화 만들어가요!",N,,,,7호선,
2021-07-03T11:27:44,20210703,6,기타,도심 집회 따른 열차이용 안내,시민고객 여러분께 안내드립니다. 여의대로 도심 집회로 역사가 혼잡 할 수 있으니 열차 이용에 참고하여 주시기 바랍니다. 감사합니다. 07-03 11:26:49,N,,,,,
2021-07-03T13:15:50,20210703,6,기타,열차이용안내,"금일 여의도역, 여의나루역, 광화문역 등은 전국노동자대회 집회로 인하여 혼잡이 예상되며 상황에 따라 무정차 통과할 수 있습니다. 해당역을 이용하실 고객 여러분께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 13:14:55",Y,,2021-07-03T00:00:00,,,
2021-07-03T14:01:50,20210703,6,기타,무정차 통과,"금일 전국노동자대회 집회 관련 1,3,5호선 열차가 종로3가역을 무정차 통과하고 있습니다. 해당역을 이용하실 고객님께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 14:00:55",Y,,,,"1호선, 3호선, 5호선","0153, 0319, 2535"
2021-07-03T15:32:01,20210703,6,기타,열차 정상운행,"전국노동자대회 집회 관련 13:50부터 실시했던 종로3가역 1,3,5호선 무정차 통과는 15:25부로 정상운행 중에 있습니다. -서울교통공사- 07-03 15:31:06",Y,,,2021-07-03T15:25:00,"1호선, 3호선, 5호선","0153, 0319, 2535"
2021-07-24T17:14:06,20210724,2,차량고장,경인선 노량진역 코레일 차량고장,"경인선 노량진역 코레일 차량고장으로 현재 조치 중입니다.
1호선 의정부 방면으로 여행하시는 고객께서는 우회교통편(4호선 창동역)을 이용하여 주시기 바랍니다. 07-24 17:14:06",N,,,,"1호선, 4호선",1004
2021-07-24T17:30:45,20210724,2,차량고장,경인선 노량진역 코레일 차량고장 조치완료,"경인선 노량진역 상선 코레일 차량고장은 후속 코레일열차와 구원연결하여 구로기지로 회송, 열차 운행 재개
코레일 차량고장 여파로 청량리, 의정부 방면 열차가 지연운행되고 있습니다. 열차 이용에 참고하시기 바랍니다. 07-24 17:30:45",N,상행,,,,
2021-08-13T18:08:52,20210813,6,기타,광복절 집회 무정차 통과 사전 안내,"오는 8월 14일, 15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-13 18:08:43",Y,,2021-08-14T00:00:00,,,
2021-08-14T20:15:00,20210814,6,기타,광복절 집회 무정차 통과 사전 안내,"오는 8월15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-14 20:14:50",Y,,2021-08-15T00:00:00,,,
2021-08-15T12:00:15,20210815,6,기타,광복절 집회 무정차 통과 사전 안내,"금일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 12:00:05",Y,,2021-08-15T00:00:00,,,
2021-08-15T13:43:08,20210815,6,기타,광복절 집회 무정차 통과 안내,"금일 13:50경부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행합니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:42:58",Y,,,,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317"
2021-08-15T13:50:40,20210815,6,기타,광복절 집회 무정차 통과,"금일 13:50분 현시각 부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행하고 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:50:30",Y,,,,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317"
2021-08-15T14:30:19,20210815,6,기타,열차 정상운행,"광복절 도심 집회관련 시청역(1,2호선), 경복궁역(3호선), 광화문역(5호선)역 무정차 통과는 14:30부터 전호선 정상운행 합니다. 08-15 14:30:09",Y,,,2021-08-15T14:30:00,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317"
2021-09-08T14:43:41,20210908,1,화재,(훈련상황) 4호선 동작역사 화재발생,"(훈련상황) 4호선 동작역사 화재발생으로 열차운행이 서울(4)역부터 사당(4)역까지 운행중단 되었습니다.
대체교통수단으로 셔틀버스 7대 운행 중 입니다. 
열차이용에 참고하시기 바랍니다.  09-08 14:43:19",Y,,,,4호선,0431
2021-09-08T14:56:42,20210908,6,기타,(훈련상황 종료) 4호선 동작역사 비상대응훈련 종료,(훈련상황 종료) 4호선 동작역사 비상대응훈련은 현시간부로 종료되었음을 알려드립니다. 09-08 14:56:21,N,,,,4호선,0431
2021-10-20T10:24:39,20211020,6,기타,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 시청(1,2), 경복궁 4개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 10:23:57",Y,,2021-10-20T00:00:00,,,
2021-10-20T11:31:40,20211020,6,기타,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국 6개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 11:30:58",Y,,2021-10-20T00:00:00,,,
